;naam;straatnaam;nummeraanduiding;postcode;plaatsnaam;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES
BevoegdGezag;Naam;Straatnaam;Adres;Adres;Adres;Adres;Adres;BevoegdGezag;BevoegdGezag;BevoegdGezag
41661;Stg. Voor Evangelische Scholen;Dijkbraak;11;1035 JS;AMSTERDAM;363;AMSTERDAM;Evangelisch;206334318;                                                                                
41662;St. De Kempen op./alg. onderw.;Provincialeweg;74;5503 HJ;VELDHOVEN;861;VELDHOVEN;Openbaar;402301560;www.rbobdekempen.nl
41663;AWBR stichting voor OPO;Baarsjesweg;224;1058 AA;AMSTERDAM;363;AMSTERDAM;                              ;205150440;www.awbr.nl
41669;Stg. Facetscholen voor o.p.o.;Lange Meet;1;4421 GR;KAPELLE;678;KAPELLE;Openbaar;113342196;www.facetscholen.nl
41670;Stg. Openb. Prim. Ond. Nobego;Meestoofweg;10;4475 AR;WILHELMINADORP;664;GOES;Openbaar;113219228;www.nobego.nl
41672;Stichting ATO;Berlicumseweg;8-G;5248 NT;ROSMALEN;796;S HERTOGENBOSCH;Samenwerking Opb., Alg. Bijz.;738507788;www.ato-scholenkring.nl
41673;Ver v PCBO Goeree-Overflakkee;Juliana van Stolberglaan;19-a;3241 GL;MIDDELHARNIS;1924;GOEREE-OVERFLAKKEE;Protestants-Christelijk;187484881;www.bosseschool.nl
41674;Stg. Prim. Openb. Onderw. Ede;Beukenlaan;4;6711 NH;EDE GLD;228;EDE;Openbaar;318611631;www.proominent.nl
41675;Stichting OBSG Leiderdorp;Touwbaan;42-C;2352 CZ;LEIDERDORP;547;LEIDERDORP;Openbaar;715890385;www.obsgleiderdorp.org
41676;Almeerse Scholen Groep (ASG);Louis Armstrongweg;120;1311 RL;ALMERE;34;ALMERE;Openbaar;365406363;www.almeersescholengroep.nl
41691;Sticht. Onderwijsgroep SPOENK;Schoolstraat;1;4051 AV;OCHTEN;1740;NEDER-BETUWE;Openbaar;852734675;www.onderwijsgroepspoenk.nl
41692;Stg. Swalm & Roer v. Ond./Opv.;Roerderweg;35;6041 NR;ROERMOND;957;ROERMOND;Samenwerking Opb., PC, RK, Alg;475345830;www.swalmenroer.nl
41693;Onderwijsgroep Fier;Pyter Jurjensstrjitte;8;9051 BS;STIENS;81;LEEUWARDERADEEL;Samenwerking Opb., Alg. Bijz.;582539580;www.onderwijsgroepfier.nl
41716;Stichting Sirius;Schonerwoerdstraat;1-A;1107 GA;AMSTERDAM ZUIDOOST;363;AMSTERDAM;Openbaar;203116464;www.stichting-sirius.nl
41731;St. Kath. Onderw. St-Oedenrode;Borchmolendijk;19-a;5492 AJ;SINT-OEDENRODE;846;SINT-OEDENRODE;Rooms-Katholiek;413420706;www.skoso.nl
41735;Stg. Openb. Prim. Ond. Furore;Zetveld;38-b;9202 LM;DRACHTEN;90;SMALLINGERLAND;Openbaar;512582600;www.opofurore.nl
41736;Stichting ProCon;Westerenkweg;17;8172 VT;VAASSEN;232;EPE;Protestants-Christelijk;578575806;www.stichtingprocon.nl
41772;St. Talent, Openb. Bas.onderw.;Nieuwstraat;23;1621 EA;HOORN NH;405;HOORN;Openbaar;229282040;www.talenthoorn.nl
41774;Samen tussen Amstel en IJ Stg.;Cruquiusweg;68 -70;1019 AH;AMSTERDAM;363;AMSTERDAM;Openbaar;207163460;www.staij.nl
41775;Stichting BOOR;Prins Hendrikkade;14;3071 KB;ROTTERDAM;599;ROTTERDAM;Openbaar;102540800;www.stichtingboor.nl
41777;Stichting OPO Skarsterlƒn;Voltahof;3;8501 XP;JOURE;51;SKARSTERLAN;Openbaar;513481170;www.ogprimus.nl
41778;Stg. Samen Onderw. Maken (SOM);Markgravenlaan;3-A;4624 KK;BERGEN OP ZOOM;748;BERGEN OP ZOOM;Overige;164235225;www.stichtingsom.nl
41779;St. Openb. Pr. Ond. Slochteren;Hoofdweg;1-II;9621 AA;SLOCHTEREN;40;SLOCHTEREN;Openbaar;598425644;www.stichtingopos.nl
41780;Stg. OPO Menterw., Stadsk. Vdm;Hoogveen;1;9501 XK;STADSKANAAL;37;STADSKANAAL;Openbaar;599696390;www.opron.nl
41781;St. Openbaar Onderw. ad Amstel;Ruysdaelkade;215;1072 AW;AMSTERDAM;363;AMSTERDAM;Openbaar;205776040;www.ooada.nl
41782;Stichting De Waarden;Blokweg;5-c;4761 RA;ZEVENBERGEN;1709;MOERDIJK;Samenwerking PC, RK, Alg. Bijz;168404502;www.stichtingdewaarden.nl
41785;St. Openb. Ond. Hof van Twente;Kievitstraat;67-A;7471 EL;GOOR;1735;HOF VAN TWENTE;Openbaar;547276638;www.opohvt.nl
41787;Stichting Accent;Plein-Zuid;6;7121 EX;AALTEN;197;AALTEN;Protestants-Christelijk;543478444;www.accentscholengroep.nl
41792;Stichting ROBIJN;Lohengrinhof;11;3438 RA;NIEUWEGEIN;356;NIEUWEGEIN;Openbaar;306030116;www.stichtingrobijn.nl
41793;Stg. Ev. Onderw. Drechtsteden;Oranjestraat;31;3341 XM;HENDRIK-IDO-AMBACHT;531;HENDRIK-IDO-AMBACHT;Overige;786815645;www.ebs-eden.nl
41794;Stg. Delta De Bilt Prim. Ond.;Aeolusweg;8-a;3731 XG;DE BILT;310;DE BILT;Samenwerking PC, RK;302211552;www.deltadebilt.nl
41797;St. Kath. Ond. Echt-Maasbracht;du Commerce;2-A;6101 DB;ECHT;1711;ECHT-SUSTEREN;Rooms-Katholiek;475436230;www.skoem.nl
41799;Stichting Lerend Leven;Driebergsestraatweg;65;3941 ZT;DOORN;1581;UTRECHTSE HEUVELRUG;Algemeen bijzonder;343521711;www.deontdekkingsreis.nl
41800;Stichting Cosmicus Onderwijs;Hofplein;33;3011 AJ;ROTTERDAM;599;ROTTERDAM;Algemeen bijzonder;104117574;www.bscosmicus.nl
41801;Ver. Wonderw., Onderw. Leren;Hoofdweg;124;7371 GJ;LOENEN GLD;200;APELDOORN;Algemeen bijzonder;555050202;                                                                                
41803;Stg. Chr. BO Reform. Grondsl.;Eenendertigste Wijk-N;1;7913 AA;HOLLANDSCHEVELD;118;HOOGEVEEN;Reformatorisch;528343536;www.ebenhaezer-school.nl
41806;Stichting PRIMO-Opsterland;Pastorielaan;4-B;9244 CA;BEETSTERZWAAG;86;OPSTERLAND;Openbaar;512386400;www.primo-opsterland.nl
41807;Stichting ABS Oegstgeest;Rustenburgerpad;2;2342 BT;OEGSTGEEST;579;OEGSTGEEST;Algemeen bijzonder;715177066;www.basisschoolhetdak.nl
41811;Stg. Sociocr. school De School;Emmaweg;22;2042 NV;ZANDVOORT;473;ZANDVOORT;Algemeen bijzonder;206400982;www.deschool.nl
41812;St. Openb. Bas.ond. M.-Drenthe;Hekstraat;1-jan;9411 NE;BEILEN;1731;MIDDEN-DRENTHE;Openbaar;593535100;                                                                                
41813;Stg. Op. Basis Onderw. Dronten;De Drieslag;30;8251 JZ;DRONTEN;303;DRONTEN;Openbaar;321385425;www.spilbasisscholen.nl
41814;Stichting Scholengroep Primato;Oldenzaalsestraat;129;7557 GJ;HENGELO OV;164;HENGELO;Openbaar;742556950;www.primatohengelo.nl
41816;Stichting Op Kop;Eendrachtsplein;1;8355 DL;GIETHOORN;1708;STEENWIJKERLAND;Openbaar;521362520;www.stichtingopkop.nl
41820;Stg. Ede Isl. Onderw./Opvoed.;Goudenstein;9;6714 DA;EDE GLD;228;EDE;Overige;318634293;                                                                                
41825;Ver. Chr. Ond.w. Ger. Grondsl.;Kraaijenveld;2;4261 ZB;WIJK EN AALBURG;738;AALBURG;Reformatorisch;183442780;                                                                                
41827;Stg. Scholen met Bijbel Betuwe;Perengaard;4;4033 JJ;LIENDEN;214;BUREN;Protestants-Christelijk;          ;                                                                                
41829;Stg. Prim. Onderwijs Wassenaar;Bloemcamplaan;52;2244 EE;WASSENAAR;629;WASSENAAR;Openbaar;705179783;www.bloemcampschool.nl
41840;Stg. Prim./voortgez. onderwijs;Henegouwenlaan;2;5628 WK;EINDHOVEN;772;EINDHOVEN;Openbaar;402645367;                                                                                
41841;Stichting Schooltij;Keesomlaan;15;1791 DA;DEN BURG;448;TEXEL;Overige;222316516;www.schooltij.nl
41842;OCTHO, Stg. Openb. Prim. Ond.;Markt;30;4691 BX;THOLEN;716;THOLEN;Openbaar;166667028;www.octho.nl
41843;Stichting PriMA;Broekzijdselaan;46-A;1391 XL;ABCOUDE;736;DE RONDE VENEN;Openbaar;          ;                                                                                
41844;Stg. Openb. B.s. de Regenboog;Heycoplaan;13;3621 WS;BREUKELEN UT;1904;STICHTSE VECHT;Openbaar;346262211;www.regenboog-breukelen.nl
41845;VCO Midden-/Oost-Groningen;Scholtenswijk;10;9665 KN;OUDE PEKELA;765;PEKELA;Overige;597675503;www.vco-middenenoostgroningen.nl
41846;Stichting Westerwijs;Wendtsteinweg;6-aug;9363 AN;MARUM;25;MARUM;Openbaar;594641166;www.westerwijs.nl
41848;Ver. P.C. Onderw. Wijngaarden;Dorpsstraat;32-a;3366 BD;WIJNGAARDEN ZH;1927;MOLENWAARD;Protestants-Christelijk;184413278;                                                                                
41850;Stichting PROLOOG;Fonteinland;11;8913 CZ;LEEUWARDEN;80;LEEUWARDEN;Openbaar;582347520;www.proloog.nl
41851;Stg. Openbaar onderwijs Baasis;Stationsweg;3;9471 GJ;ZUIDLAREN;1730;TYNAARLO;Overige;504096920;www.stichtingbaasis.nl
41852;Stichting Zaan Primair;Ds Martin Luther Kingweg;206;1504 DG;ZAANDAM;479;ZAANSTAD;Openbaar;756504888;www.zaanprimair.nl
41853;Stichting Spaarnesant;Richard Holkade;14 -16;2033 PZ;HAARLEM;392;HAARLEM;Openbaar;235430100;www.spaarnesant.nl
41856;St. Samenw.best. p.o. Gearhing;De Wymerts;7;8701 WT;BOLSWARD;1900;SUDWEST-FRYSLAN;Algemeen bijzonder;515534300;www.gearhing.nl
41857;Stg. Alg. Bijz. Scholengroep;Johan Huijsenstraat;3;1087 LC;AMSTERDAM;363;AMSTERDAM;Algemeen bijzonder;204197222;www.stichting-absa.nl
41858;Stg. Meerwerf Basisscholen;Timorlaan;45;1782 DK;DEN HELDER;400;DEN HELDER;Openbaar;223659300;www.meerwerf.nl
41860;Stichting PlatOO;Weth van Nunenstraat;12-A;5706 TK;HELMOND;794;HELMOND;Openbaar;492392112;www.platoo.nl
41861;Ver.Geref. Schoolond. L-Zuthem;Kolkweg;41;8055 PT;LAAG ZUTHEM;177;RAALTE;Protestants-Christelijk;529497508;www.bmdbdelinde.nl
41862;St. Openb. Prim. Ond. Deventer;Koningin Wilhelminalaan;9;7415 KP;DEVENTER;150;DEVENTER;Overige;570638570;www.openbaaronderwijsdeventer.nl
41863;S I P O;Hooilaan;1;4816 EM;BREDA;758;BREDA;Islamitisch;765228019;www.sipobreda.nl
41866;Stg. Openbaar Onderwijs Houten;De Haag;2-0001;3993 AW;HOUTEN;321;HOUTEN;Openbaar;306343685;www.oo-h.nl
41868;Stichting Talent Westerveld;Drift;1-a;7991 AA;DWINGELOO;1701;WESTERVELD;Openbaar;521594944;www.talentwesterveld.nl
41869;Stichting Markant Onderwijs;Hooilaan;1;4816 EM;BREDA;758;BREDA;Openbaar;765289360;www.markantonderwijs.nl
41871;St. OOK openbaar prim. onderw.;Troelstrasingel;3;8262 SX;KAMPEN;166;KAMPEN;Openbaar;383316308;www.hetscalakampen.nl
41872;St. Delftl. Interc. Prim. Ond.;Vasco Da Gamastraat;18;7825 VJ;EMMEN;114;EMMEN;Samenwerking PC, RK;591648207;                                                                                
41873;Stichting Natuurlijk Leren;Stationssingel;304;2652 HS;BERKEL EN RODENRIJS;1621;LANSINGERLAND;Algemeen bijzonder;107370411;www.dekleinekapitein.net
41876;Stichting OPOR;Wethouder Schootslaan;5;4005 VG;TIEL;281;TIEL;Openbaar;344633262;www.opo-r.nl
41878;Stg Openb Onderw Land v Altena;Jan van Arkelstraat;39;4254 CW;SLEEUWIJK;870;WERKENDAM;Openbaar;183303579;www.soo-lva.nl
41884;Kerk. Lich. Ger. Gem Barneveld;Lijsterstraat;6-aug;3772 AV;BARNEVELD;203;BARNEVELD;Gereformeerd;342400707;                                                                                
41886;Stichting Voila;Berkelwijk;37;3831 MN;LEUSDEN;327;LEUSDEN;Samenwerking Opb., PC, RK;334335010;www.voilaleusden.nl
41891;Stichting SMART Limburg;Silexstraat;41;6216 XB;MAASTRICHT;935;MAASTRICHT;Islamitisch;433437665;www.elhabib.nl
41895;Stg. Openb.Prim.Ond. DE WOLDEN;Dijkhuizen;28;7961 AK;RUINERWOLD;1690;DE WOLDEN;Openbaar;522820000;www.wolderwijs.nl
41896;Stg. O.B.O. Boarnsterhim;De Finnen;6;9001 XW;GROU;55;BOARNSTERHIM;Openbaar;566625050;www.bobob.nl
41898;Ver. Prot./Chr. Prim. Onderw.;De Meidoorn;1-a;2912 RE;NIEUWERKERK AD IJSSEL;1892;ZUIDPLAS;Protestants-Christelijk;180326832;www.pcponwk.nl
41899;Stichting PrimAH;Spiekersteeg;1;9461 BH;GIETEN;1680;AA EN HUNZE;Overige;592333800;www.primah.org
41978;Elisabeth Stichting,;Vismarktstraat;18;4931 AZ;GEERTRUIDENBERG;779;GEERTRUIDENBERG;Rooms-Katholiek;162510262;www.elisabeth-stichting.nl
42122;Ver. Onderw. Reform. Grondsl.;Erve den Boom;7;7463 CJ;RIJSSEN;1742;RIJSSEN-HOLTEN;Reformatorisch;548513031;                                                                                
42148;Stg Conf Onderwijs R'IJssel;'t Holland;2-a;6921 GW;DUIVEN;226;DUIVEN;Samenwerking PC, RK;316263544;www.scorijssel.nl
42330;Stg. Kindergem.sch. Schweitzer;Schaepmanstraat;4;6941 CH;DIDAM;1955;MONTFERLAND;Protestants-Christelijk;316223286;                                                                                
42486;S.P.O.G.;Bredeweg;68;6562 DG;GROESBEEK;241;GROESBEEK;Samenwerking Opb., PC, Alg. Bi;243662260;www.spog.nl
42504;St Op. Prim./Spec. Ond. Leiden;Maresingel;3;2316 HA;LEIDEN;546;LEIDEN;Openbaar;715247670;www.prooleiden.nl
42510;Stichting O2G2;Leonard Springerlaan;39;9727 KB;GRONINGEN;14;GRONINGEN;Openbaar;503688800;www.openbaaronderwijsgroepgroningen.nl
42514;Stichting Ronduit;Rubenslaan;2;1816 MB;ALKMAAR;361;ALKMAAR;Overige;725147830;www.ronduitonderwijs.nl
42518;Stg. Samenw. K/P-C Bas.onderw.;Chrysantenstraat;26;1031 HT;AMSTERDAM;363;AMSTERDAM;Overige;206369643;www.akoscholen.nl
42521;Stg. Evangelisch Onderwijs Ede;Goudenstein;1-a;6714 DA;EDE GLD;228;EDE;Evangelisch;318626104;www.ebsderots.nl
42523;SIBZ;Gedempte Gracht;25;3894 BA;ZEEWOLDE;50;ZEEWOLDE;Interconfessioneel;639276505;www.sko-zeewolde.nl
42524;Stg. Prot.Chr.Onderw. Roosend.;Langdonk;39;4707 TG;ROOSENDAAL;1674;ROOSENDAAL;Protestants-Christelijk;165541809;www.kroevendonk.nl
42527;SWTO;Ekingenstraat;102;1069 GZ;AMSTERDAM;363;AMSTERDAM;Algemeen bijzonder;206138482;www.stichtingwittetulp.nl
42533;Stg. Interconfess. Onderwijs;Rotterdamseweg;115;3135 PT;VLAARDINGEN;622;VLAARDINGEN;Interconfessioneel;104708516;www.avonturijnvlaardingen.nl
42535;Almeerse Scholen Groep (ASG);Louis Armstrongweg;120;1311 RL;ALMERE;34;ALMERE;Openbaar;365406363;www.almeersescholengroep.nl
42538;Stichting Eduquaat;Oude Laarderweg;15;6003 ME;WEERT;988;WEERT;Openbaar;495539067;www.eduquaat.nl
42540;CBO Meilƒn;E A Borgerstraat;27;8501 NC;JOURE;51;SKARSTERLAN;Protestants-Christelijk;513419710;www.cbo-meilan.nl
42541;Ver tot Stg Insth v Scholen;Lunterseweg;37;6718 WC;EDE GLD;228;EDE;Gereformeerd;318615639;                                                                                
42542;Stg. V'schotense Openb. School;Multatulilaan;92;2251 ZM;VOORSCHOTEN;626;VOORSCHOTEN;Overige;715166600;www.obsdevos.nl
42545;Stichting Palludara;Roodhemsterweg;7;8651 CV;IJLST;1900;SUDWEST-FRYSLAN;Protestants-Christelijk;515531826;www.palludara.nl
42546;Stg. v. openb. onderw. Odyssee;Bredyk;4;8601 ZD;SNEEK;1900;SUDWEST-FRYSLAN;Openbaar;515857020;www.odysseescholen.nl
42552;Stg SchOOL;Meenthoek;1;8224 BS;LELYSTAD;995;LELYSTAD;Openbaar;320767700;www.stichtingschool.nl
42553;SOON;Papaverweg;34;1032 KJ;AMSTERDAM;363;AMSTERDAM;Openbaar;208201410;www.openbaaronderwijsnoord.nl
42554;Stg OPO Borger-Odoorn;Hoofdstraat;32;9531 AG;BORGER;1681;BORGER-ODOORN;Openbaar;599353570;                                                                                
42557;Stg. Openb. Prim. Ond. H'veen;Elbe;2-B;7908 HB;HOOGEVEEN;118;HOOGEVEEN;Openbaar;528234599;www.bijeen-hoogeveen.nl
42558;Stichting OPSO Purmerend;Gedempte Singelgracht;18;1441 AP;PURMEREND;439;PURMEREND;Openbaar;299314900;www.opspoor.nl
42559;Ver Stg SmB Gr Ammers Langerak;Gelkenes;34;2964 AC;GROOT-AMMERS;1927;MOLENWAARD;Protestants-Christelijk;184412507;                                                                                
42561;Stichting Poolsterscholen;Graanweg;1-d;7242 AT;LOCHEM;262;LOCHEM;Openbaar;573257300;www.poolsterscholen.nl
42562;Stg. Openb. Prim. Ond. H.I.A.;De Plaats;20-A;3342 GL;HENDRIK-IDO-AMBACHT;531;HENDRIK-IDO-AMBACHT;Openbaar;786849150;www.dopo.nu
42564;Stg. Kathol. Onderw. Breukelen;Baroniestraat;41;5281 JB;BOXTEL;757;BOXTEL;Rooms-Katholiek;411672701;www.angelaschoolboxtel.nl
42567;Stichting Openbaar Onderwijs;Karel de Grotestraat;30;3962 CL;WIJK BIJ DUURSTEDE;352;WIJK BIJ DUURSTEDE;Openbaar;343592968;www.obs.wijk.nl
42569;Stg. Openbaar Basisonderwijs;Boerenpad;1;2953 BA;ALBLASSERDAM;482;ALBLASSERDAM;Openbaar;          ;                                                                                
42570;Mantum onderwijs;Claudius Civilislaan;30;3132 JB;VLAARDINGEN;622;VLAARDINGEN;Reformatorisch;184412507;www.mantum.nl
42574;Stichting Basisschool Tuk;J H W Pasmanweg;2-A;8334 RR;TUK;1708;STEENWIJKERLAND;Algemeen bijzonder;521516204;                                                                                
42577;Stg. Kathol. Onderwijs Maasdal;Sportparklaan;58;6097 CW;HEEL;1641;MAASGOUW;Rooms-Katholiek;475571586;www.sko-maasdal.nl
42579;Stichting Casa School;Ru Paresingel;5;2642 CR;PIJNACKER;1926;PIJNACKER-NOOTDORP;Algemeen bijzonder;          ;www.casaschool.nl
42580;Stg Evangelisch Ondw Deventer;Koningin Wilhelminalaan;16;7415 KS;DEVENTER;150;DEVENTER;Evangelisch;570820225;www.ebsdeolijfboom.nl
42581;S Z U;Thamerweg;17;1422 XH;UITHOORN;451;UITHOORN;Algemeen bijzonder;297560527;www.zelfontwikkelingsonderwijs.nl
42582;Stg. Evang. Bas.ond. Hoogeveen;Anjerstraat;1;7906 LE;HOOGEVEEN;118;HOOGEVEEN;Evangelisch;610564167;www.ebs-defontein.nl
42584;Stg. Bijbelgetr. Onderw. Haal;Dorresteinseweg;7-B;3817 GA;AMERSFOORT;307;AMERSFOORT;Evangelisch;334324258;www.haal.nl
42585;Stichting Het Kleurenorkest;Oosterzijweg;8;1906 AX;LIMMEN;383;CASTRICUM;Algemeen bijzonder;725054606;www.kleurenorkest.nl
42587;Stg. Chr. Nat. Sch.ond. Ede eo;Horapark;3;6717 LZ;EDE GLD;228;EDE;Protestants-Christelijk;318619136;www.cnsede.nl
42594;Stg. Samenw.sch. Rivierenwijk;Koningin Wilhelminalaan;9;7415 KP;DEVENTER;150;DEVENTER;Samenwerking Opb., PC;570638572;                                                                                
42596;Stichting De Meent;Weitakkerstraat;8;8081 XX;ELBURG;230;ELBURG;Protestants-Christelijk;525655368;www.demeent.nu
42600;Stg Codenz;De Drieslag;30;8251 JZ;DRONTEN;303;DRONTEN;Protestants-Christelijk;          ;                                                                                
42604;CBO De Greiden;Dorpsstraat;70;8759 LE;EXMORRA;1900;SUDWEST-FRYSLAN;Protestants-Christelijk;515577560;www.cbodegreiden.nl
42607;Ver. voor G.P.O. NoorderBasis;Industrieweg;22;9804 TG;NOORDHORN;56;ZUIDHORN;Gereformeerd vrijgemaakt;594500649;www.noorderbasis.nl
42610;Stichting Archipel Scholen;Falckstraat;2;4384 AA;VLISSINGEN;718;VLISSINGEN;Openbaar;118493150;www.archipelscholen.nl
42613;Stichting PCPO de Rietlanden;Wielingenstraat;111;1441 ZN;PURMEREND;439;PURMEREND;Overige;299479699;www.cpow.nl
42614;BOOG;Guido Gezellelaan;137;5051 ML;GOIRLE;785;GOIRLE;                              ;135186062;                                                                                
42616;Stichting Kath. BO Gelderland;Martinusweg;19;7391 AC;TWELLO;285;VOORST;Rooms-Katholiek;571261109;www.skbg.nl
42619;Stichting Consent Rotterdam;Sibeliusweg;20;2901 GH;CAPELLE AAN DEN IJSSEL;502;CAPELLE AAN DEN IJSSEL;Algemeen bijzonder;624633508;www.abbsdeverbinding.nl
42623;Stichting OOZ;Dobbe;74;8032 JX;ZWOLLE;193;ZWOLLE;                              ;384555940;www.ooz.nl
42632;St v Prot Chr PO Goeree-Overfl;Dwarsweg;40;3241 LB;MIDDELHARNIS;1924;GOEREE-OVERFLAKKEE;Overige;          ;                                                                                
42634;Omnisscholen;Stenevate;10;4451 KB;HEINKENSZAND;654;BORSELE;Overige;113238342;www.omnisscholen
42636;Stg. Sam.werk.sch. Yn de mande;F H Gasaustraat;22;9166 RB;SCHIERMONNIKOOG;88;SCHIERMONNIKOOG;Overige;519531387;www.yndemande.nl
42836;Ver. bo ger. grondsl. Yerseke;Jolstraat;1;4401 JC;YERSEKE;703;REIMERSWAAL;Protestants-Christelijk;113571678;                                                                                
42980;Sticht. Verstrekk. Basisond.;Stationsstraat;67;3905 JH;VEENENDAAL;345;VEENENDAAL;Protestants-Christelijk;318629525;                                                                                
43005;Ver. Verstr. Ond. Ger. Gr.slag;Lorentzlaan;41;4532 KN;TERNEUZEN;715;TERNEUZEN;Reformatorisch;115620590;                                                                                
43175;Ver. tot Verstr. Christ. Ond.;Swanendrift;78;3332 RN;ZWIJNDRECHT;642;ZWIJNDRECHT;Reformatorisch;786120899;www.hellenbroekschool.nl
43188;Stg. Reform. Ondw. Woerden eo;Irisstraat;2;3442 XH;WOERDEN;632;WOERDEN;Reformatorisch;348416036;www.jandebakkerschool.nl
43227;Stg. PCPO C.ad.IJ. en K.ad.IJ.;Kanaalweg;67;2903 LR;CAPELLE AAN DEN IJSSEL;502;CAPELLE AAN DEN IJSSEL;Protestants-Christelijk;104512197;www.stichtingpcpo.nl
43266;Stg. Kathol. Onderw. Hoofddorp;Binnenweg;10;2132 CT;HOOFDDORP;394;HAARLEMMERMEER;Rooms-Katholiek;235542351;www.skoh.nl
43304;VPCO Vorden;Het Hoge;36;7251 XX;VORDEN;1876;BRONCKHORST;Protestants-Christelijk;575552036;www.hethoge.nl
43305;Stg. Kath. Ond. Vierlingsbeek;Theobaldusweg;54;5825 BL;OVERLOON;756;BOXMEER;Rooms-Katholiek;478641614;www.josefschool.nl
43318;Kath. Scholenstichting Fectio;Pelmolen;19;3994 XX;HOUTEN;321;HOUTEN;Rooms-Katholiek;306381121;www.ksfectio.nl
43383;Ver. CO op RG te Barendrecht;Dorpsstraat;184;2992 AB;BARENDRECHT;489;BARENDRECHT;Reformatorisch;180615413;www.rehobothbarendrecht.nl
43487;Stichting Oeverwal;Not Stephanus Roesstraat;2-b;6645 AH;WINSSEN;209;BEUNINGEN;Samenwerking Opb., PC, RK;487524240;www.oeverwal.nl
43824;Schoolvereniging G.G. Kampen;Akelei;5;8265 KA;KAMPEN;166;KAMPEN;Protestants-Christelijk;383317424;www.gvpschoolkampen.nl
43825;Stg. Kathol. Onderw. Raamsdonk;Kerkstraat;33;4944 XB;RAAMSDONK;779;GEERTRUIDENBERG;Rooms-Katholiek;162512055;www.dehogewaai.nl
43864;Stichting Bijzonderwijs;Schonerwoerdstraat;1-B;1107 GA;AMSTERDAM ZUIDOOST;363;AMSTERDAM;Algemeen bijzonder;206999655;www.bijzonderwijs.nl
43928;Ver.Chr.Nat.Onderw.Papendrecht;Giebelhof;15;3356 CG;PAPENDRECHT;590;PAPENDRECHT;Protestants-Christelijk;786449960;www.vcnop.nl
43967;Stg. Kathol. Onderw. Drimmelen;Lignestraat;60;4921 EV;MADE;1719;DRIMMELEN;Rooms-Katholiek;162684990;www.skod.org
43980;Stg. Herv. Schol. voor bvo KaZ;Abeelplein;40;2225 NH;KATWIJK ZH;537;KATWIJK;Protestants-Christelijk;714073243;www.hervormdescholen.nl
44032;Vereniging v PC Ond;Zeedijk;18;3243 LG;STAD AAN 'T HARINGVLIET;1924;GOEREE-OVERFLAKKEE;Protestants-Christelijk;187612587;www.cbsstad.nl
44071;Ver. verstr. basisonderw. G.G.;Branderdijk;12;8277 AL;GRAFHORST;166;KAMPEN;Protestants-Christelijk;387852430;www.smdbhetvisnet.nl
44175;Ver Scholen md Bijbel;Mercuriusstraat;2;3371 TG;HARDINXVELD-GIESSENDAM;523;HARDINXVELD-GIESSENDAM;Protestants-Christelijk;          ;                                                                                
44201;Onderwijsstichting KempenKind;Mortel;1;5521 TP;EERSEL;770;EERSEL;Rooms-Katholiek;497513291;www.kempenkind.nl
44318;Hervormde Ver. Chr. Onderwijs;Drostenstraat;1-A;8271 TC;IJSSELMUIDEN;166;KAMPEN;Protestants-Christelijk;383316435;www.rehoboth-ijsselmuiden.nl
44397;Stg. Smw.best. Prim. Onderwijs;Eindstraat;42;5801 CR;VENRAY;984;VENRAY;Samenwerking Opb., PC, RK, Alg;478516215;www.spovenray.nl
44618;Stg. Kathol. Onderw. De Dijken;Kerkstraat;79;1687 AM;WOGNUM;420;MEDEMBLIK;Rooms-Katholiek;229545959;www.skodedijken.nl
45000;Stichting Fidarda;Scholtenswijk;10;9665 KN;OUDE PEKELA;765;PEKELA;Rooms-Katholiek;597676955;www.fidarda.nl
45059;Schoolver. v. Onderw. Vrije;Koperslagerstraat;2;1544 CA;ZAANDIJK;479;ZAANSTAD;Algemeen bijzonder;756283426;www.basisschooldewerf.nl
45099;Ver. van Scholen met de Bijbel;Loggerstraat;2;2957 EP;NIEUW-LEKKERLAND;1927;MOLENWAARD;Protestants-Christelijk;184682765;www.groenendijk.nl
45189;St. Onderw. Allerh. Drieeenh.;Bispinckpark;31;2061 SG;BLOEMENDAAL;377;BLOEMENDAAL;Rooms-Katholiek;235255589;www.dejosephschool.nl
45722;Ver. Verstr. Ond. Ger. Gr.slag;Zandenallee;18;7395 PC;TEUGE;285;VOORST;Protestants-Christelijk;553231483;www.eben-haezerschool.eu
45774;Ver. Onderw. Geref. Grondslag;Groene Kruisstraat;12;4414 AL;WAARDE;703;REIMERSWAAL;Protestants-Christelijk;113503042;www.cbsdenakker.nl
45917;Ver. voor Chr. Primair Onderw.;Iepenlaan;49 -51;3203 XV;SPIJKENISSE;612;SPIJKENISSE;Protestants-Christelijk;181612668;www.vcpo-spijkenisse.nl
45969;Stg. v. PCBO in de Gem. Voorst;H.W. Iordensweg;9;7391 KA;TWELLO;285;VOORST;Protestants-Christelijk;571276949;www.pcbovoorst.nl
46021;Ver. Onderwijs te Waardenburg;Pr Willem-Alexanderstr;3;4181 BA;WAARDENBURG;304;NEERIJNEN;Protestants-Christelijk;          ;                                                                                
